,0,1,2,3
0,"(0, 34, 76)",39.952,0.01837,39.452
1,"(0, 34, 77)",39.866,0.01837,39.366
2,"(0, 35, 75)",40.06,0.01837,39.56
3,"(0, 35, 76)",40.01,0.01837,39.51
4,"(0, 36, 73)",40.267,0.01837,39.767
5,"(0, 36, 74)",40.216,0.01837,39.716
6,"(0, 36, 75)",40.108,0.01837,39.608
7,"(0, 37, 71)",40.494,0.01837,39.994
8,"(0, 37, 72)",40.409,0.01837,39.909
9,"(0, 37, 73)",40.315,0.01837,39.815
10,"(0, 38, 68)",40.764,0.01837,40.264
11,"(0, 38, 69)",40.698,0.01837,40.198
12,"(0, 38, 70)",40.602,0.01837,40.102
13,"(0, 38, 71)",40.542,0.01837,40.042
14,"(0, 39, 66)",40.973,0.01837,40.473
15,"(0, 39, 67)",40.893,0.01837,40.393
16,"(0, 39, 68)",40.815,0.01837,40.315
17,"(0, 40, 64)",41.18,0.01837,40.68
18,"(0, 40, 65)",41.088,0.01837,40.588
19,"(0, 40, 66)",41.022,0.01837,40.522
20,"(0, 41, 62)",41.385,0.01837,40.885
21,"(0, 41, 63)",41.284,0.01837,40.784
22,"(0, 41, 64)",41.229,0.01837,40.729
23,"(0, 42, 60)",41.563,0.01837,41.063
24,"(0, 42, 61)",41.483,0.01837,40.983
25,"(0, 42, 62)",41.43,0.01837,40.93
26,"(0, 43, 58)",41.747,0.01837,41.247
27,"(0, 43, 59)",41.687,0.01837,41.187
28,"(0, 43, 60)",41.614,0.01837,41.114
29,"(0, 44, 53)",42.243,0.01837,41.743
30,"(0, 44, 54)",42.167,0.01837,41.667
31,"(0, 44, 55)",42.073,0.01837,41.573
32,"(0, 44, 56)",41.98,0.01837,41.48
33,"(0, 44, 57)",41.871,0.01837,41.371
34,"(0, 44, 58)",41.798,0.01837,41.298
35,"(0, 45, 25)",45.044,0.01837,44.544
36,"(0, 45, 26)",44.98,0.01837,44.48
37,"(0, 45, 27)",44.877,0.01837,44.377
38,"(0, 45, 28)",44.793,0.01837,44.293
39,"(0, 45, 46)",42.905,0.01837,42.405
40,"(0, 45, 47)",42.82,0.01837,42.32
41,"(0, 45, 48)",42.727,0.01837,42.227
42,"(0, 45, 49)",42.634,0.01837,42.134
43,"(0, 45, 50)",42.54,0.01837,42.04
44,"(0, 45, 51)",42.447,0.01837,41.947
45,"(0, 45, 52)",42.353,0.01837,41.853
46,"(0, 45, 53)",42.29,0.01837,41.79
47,"(0, 46, 24)",45.158,0.01837,44.658
48,"(0, 46, 25)",45.113,0.01837,44.613
49,"(0, 46, 28)",44.739,0.01837,44.239
50,"(0, 46, 29)",44.69,0.01837,44.19
51,"(0, 46, 31)",44.382,0.01837,43.882
52,"(0, 46, 32)",44.327,0.01837,43.827
53,"(0, 46, 33)",44.248,0.01837,43.748
54,"(0, 46, 45)",43.012,0.01837,42.512
55,"(0, 46, 46)",42.97,0.01837,42.47
56,"(0, 47, 23)",45.271,0.01837,44.771
57,"(0, 47, 24)",45.216,0.01837,44.716
58,"(0, 47, 29)",44.626,0.01837,44.126
59,"(0, 47, 30)",44.526,0.01837,44.026
60,"(0, 47, 31)",44.437,0.01837,43.937
61,"(0, 47, 33)",44.2,0.01837,43.7
62,"(0, 47, 34)",44.125,0.01837,43.625
63,"(0, 47, 35)",44.055,0.01837,43.555
64,"(0, 47, 44)",43.126,0.01837,42.626
65,"(0, 47, 45)",43.069,0.01837,42.569
66,"(0, 48, 22)",45.385,0.01837,44.885
67,"(0, 48, 23)",45.329,0.01837,44.829
68,"(0, 48, 35)",44.003,0.01837,43.503
69,"(0, 48, 36)",43.94,0.01837,43.44
70,"(0, 48, 37)",43.833,0.01837,43.333
71,"(0, 48, 38)",43.748,0.01837,43.248
72,"(0, 48, 39)",43.646,0.01837,43.146
73,"(0, 48, 40)",43.553,0.01837,43.053
74,"(0, 48, 41)",43.46,0.01837,42.96
75,"(0, 48, 42)",43.366,0.01837,42.866
76,"(0, 48, 43)",43.259,0.01837,42.759
77,"(0, 48, 44)",43.183,0.01837,42.683
78,"(0, 49, 21)",45.498,0.01837,44.998
79,"(0, 49, 22)",45.434,0.01837,44.934
80,"(0, 50, 20)",45.61,0.01837,45.11
81,"(0, 50, 21)",45.568,0.01837,45.068
82,"(0, 51, 20)",45.659,0.01837,45.159
83,"(0, 52, 19)",45.774,0.01837,45.274
84,"(0, 52, 20)",45.725,0.01837,45.225
85,"(0, 53, 18)",45.889,0.01837,45.389
86,"(0, 53, 19)",45.831,0.01837,45.331
87,"(0, 54, 17)",46.004,0.01837,45.504
88,"(0, 54, 18)",45.946,0.01837,45.446
89,"(0, 55, 16)",46.119,0.01837,45.619
90,"(0, 55, 17)",46.061,0.01837,45.561
91,"(0, 56, 15)",46.234,0.01837,45.734
92,"(0, 56, 16)",46.176,0.01837,45.676
93,"(0, 57, 14)",46.349,0.01837,45.849
94,"(0, 57, 15)",46.291,0.01837,45.791
95,"(0, 58, 13)",46.464,0.01837,45.964
96,"(0, 58, 14)",46.406,0.01837,45.906
97,"(0, 59, 12)",46.579,0.01837,46.079
98,"(0, 59, 13)",46.521,0.01837,46.021
99,"(0, 60, 11)",46.694,0.01837,46.194
100,"(0, 60, 12)",46.636,0.01837,46.136
101,"(0, 61, 10)",46.809,0.01837,46.309
102,"(0, 61, 11)",46.751,0.01837,46.251
103,"(0, 62, 9)",46.924,0.01837,46.424
104,"(0, 62, 10)",46.865,0.01837,46.365
105,"(0, 63, 8)",47.039,0.01837,46.539
106,"(0, 63, 9)",46.98,0.01837,46.48
107,"(0, 64, 7)",47.154,0.01837,46.654
108,"(0, 64, 8)",47.095,0.01837,46.595
109,"(0, 65, 6)",47.269,0.01837,46.769
110,"(0, 65, 7)",47.21,0.01837,46.71
111,"(0, 66, 5)",47.384,0.01837,46.884
112,"(0, 66, 6)",47.325,0.01837,46.825
113,"(0, 67, 4)",47.505,0.01837,47.005
114,"(0, 67, 5)",47.44,0.01837,46.94
115,"(0, 68, 2)",47.679,0.01837,47.179
116,"(0, 68, 3)",47.62,0.01837,47.12
117,"(0, 68, 4)",47.556,0.01837,47.056
118,"(0, 69, 1)",47.801,0.01837,47.301
119,"(0, 69, 2)",47.732,0.01837,47.232
120,"(0, 70, 0)",47.924,0.01837,47.424
121,"(0, 70, 1)",47.854,0.01837,47.354
122,"(0, 71, 0)",47.977,0.01837,47.477
