,totim,BCKGRND
0,2.5,3.669724770641837
1,5.0,7.204780742360918
2,7.5,10.61010988942951
3,10.0,13.89047282926627
4,12.5,17.0504554777328
5,15.0,20.09447546020056
6,17.5,23.02678828734838
7,20.0,25.85149330432563
8,22.5,28.57253942159726
9,25.0,31.19373063548277
10,27.5,33.71873134610637
11,30.0,36.15107148019333
12,32.5,38.4941514258734
13,35.0,40.75124678639087
14,37.5,42.92551295936641
15,40.0,45.01998954801255
16,42.5,47.03760461046984
17,45.0,48.98117875320393
18,47.5,50.85342907418631
19,50.0,52.65697296137115
20,52.5,54.39433175177856
21,55.0,56.06793425629943
22,57.5,57.68012015514983
23,60.0,59.23314326872129
24,62.5,60.72917470840023
25,65.0,62.17030591176066
26,67.5,63.55855156637388
27,70.0,64.89585242632243
28,72.5,66.18407802535543
29,75.0,67.42502929047897
30,77.5,68.62044105963469
31,80.0,69.7719845069865
32,82.5,70.88126947920613
33,85.0,71.94984674602323
34,87.5,72.97921016818647
35,90.0,73.97079878586665
36,92.5,74.92599883042095
37,95.0,75.8461456623311
38,97.5,76.73252563802434
39,100.0,77.58637790818754
40,102.5,78.40889615008786
41,105.0,79.2012302363221
42,107.5,79.96448784232763
43,110.0,80.69973599490174
44,112.5,81.40800256389514
45,115.0,82.09027769916402
46,117.5,82.74751521478998
47,120.0,83.38063392250307
48,122.5,83.99051891617168
49,125.0,84.5780228091552
50,127.5,85.14396692624942
51,130.0,85.68914245189062
52,132.5,86.21431153622387
53,135.0,86.7202083605816
54,137.5,87.20754016386196
55,140.0,87.67698823124222
56,142.5,88.1292088466085
57,145.0,88.56483421003473
58,147.5,88.9844733215921
59,150.0,89.38871283272536
60,152.5,89.77811786638583
61,155.0,90.15323280706792
62,157.5,90.51458206185342
63,160.0,90.86267079352753
64,162.5,91.19798562679156
65,165.0,91.52099532855974
66,167.5,91.83215146329054
67,170.0,92.13188902426975
68,172.5,92.4206270417268
69,175.0,92.69876916863495
70,177.5,92.96670424501437
71,180.0,93.22480684152666
72,182.5,93.47343778312106
73,185.0,93.71294465346428
74,187.5,93.94366228085912
75,190.0,94.16591320633121
76,192.5,94.38000813453836
77,195.0,94.5862463681324
78,197.5,94.78491622618168
79,200.0,94.97629544723833
80,202.5,95.16065157761402
81,205.0,95.33824234540708
82,207.5,95.50931602080408
83,210.0,95.674111763159
84,212.5,95.83285995533575
85,215.0,95.98578252578125
86,217.5,96.1330932587792
87,220.0,96.27499809331852
88,222.5,96.41169541099399
89,225.0,96.54337631334192
90,227.5,96.67022488899819
91,230.0,96.79241847105247
92,232.5,96.91012788495797
93,235.0,97.023517687344
94,237.5,97.13274639606448
95,240.0,97.23796671180439
96,242.5,97.33932573155384
97,245.0,97.43696515424828
98,247.5,97.53102147886219
99,250.0,97.62162619523338
100,252.5,97.7089059678845
101,255.0,97.79298281309892
102,257.5,97.8739742694981
103,260.0,97.9519935623597
104,262.5,98.02714976190529
105,265.0,98.09954793577947
106,267.5,98.1692892959335
107,270.0,98.23647134011858
108,272.5,98.30118798818678
109,275.0,98.3635297133901
110,277.5,98.42358366886117
111,280.0,98.48143380945264
112,282.5,98.53716100910499
113,285.0,98.59084317390771
114,287.5,98.64255535101125
115,290.0,98.69236983354217
116,292.5,98.7403562616683
117,295.0,98.78658171995491
118,297.5,98.83111083114845
119,300.0,98.87400584651837
120,302.5,98.91532673288388
121,305.0,98.955131256447
122,307.5,98.99347506354908
123,310.0,99.03041175846393
124,312.5,99.06599297833603
125,315.0,99.10026846536879
126,317.5,99.13328613636365
127,320.0,99.16509214970733
128,322.5,99.19573096990078
129,325.0,99.22524542972015
130,327.5,99.2536767900966
131,330.0,99.28106479779869
132,332.5,99.30744774099796
133,335.0,99.33286250279542
134,337.5,99.35734461278382
135,340.0,99.38092829671758
136,342.5,99.4036465243602
137,345.0,99.42553105557556
138,347.5,99.44661248472798
139,350.0,99.4669202834528
140,352.5,99.4864828418575
141,355.0,99.50532750821066
142,357.5,99.5234806271747
143,360.0,99.54096757663547
144,362.5,99.55781280318025
145,365.0,99.57403985627386
146,367.5,99.58967142118054
147,370.0,99.6047293506778
148,372.5,99.61923469560635
149,375.0,99.633207734299
150,377.5,99.64666800092952
151,380.0,99.65963431282131
152,382.5,99.67212479675378
153,385.0,99.6841569143034
154,387.5,99.69574748625487
155,390.0,99.70691271611638
156,392.5,99.71766821277195
157,395.0,99.72802901230256
158,397.5,99.73800959900635
159,400.0,99.74762392564763
160,402.5,99.7568854329626
161,405.0,99.76580706844952
162,407.5,99.77440130446902
163,410.0,99.78268015568045
164,412.5,99.79065519583827
165,415.0,99.79833757397193
166,417.5,99.80573802997226
167,420.0,99.8128669096056
168,422.5,99.81973417897717
169,425.0,99.82634943846355
170,427.5,99.83272193613392
171,430.0,99.83886058067877
172,432.5,99.84477395386416
173,435.0,99.85047032252899
174,437.5,99.8559576501419
175,440.0,99.86124360793416
176,442.5,99.86633558562403
177,445.0,99.87124070174728
178,447.5,99.87596581360914
179,450.0,99.88051752687056
180,452.5,99.88490220478293
181,455.0,99.88912597708385
182,457.5,99.89319474856639
183,460.0,99.89711420733397
184,462.5,99.90088983275228
185,465.0,99.90452690310937
186,467.5,99.90803050299465
187,470.0,99.91140553040707
188,472.5,99.91465670360252
189,475.0,99.91778856768988
190,477.5,99.92080550098504
191,480.0,99.92371172113175
192,482.5,99.92651129099784
193,485.0,99.92920812435507
194,487.5,99.93180599135059
195,490.0,99.93430852377746
196,492.5,99.93671922015197
197,495.0,99.93904145060448
198,497.5,99.94127846159084
199,500.0,99.94343338043092
200,502.5,99.94550921968055
201,505.0,99.94750888134301
202,507.5,99.94943516092613
203,510.0,99.95129075135023
204,512.5,99.9530782467129
205,515.0,99.95480014591548
206,517.5,99.9564588561565
207,520.0,99.95805669629692
208,522.5,99.95959590010192
209,525.0,99.9610786193636
210,527.5,99.96250692690926
211,530.0,99.96388281949913
212,532.5,99.9652082206178
213,535.0,99.96648498316331
214,537.5,99.96771489203743
215,540.0,99.96889966664095
216,542.5,99.97004096327736
217,545.0,99.97114037746837
218,547.5,99.97219944618452
219,550.0,99.97321964999362
220,552.5,99.97420241513085
221,555.0,99.97514911549239
222,557.5,99.97606107455626
223,560.0,99.97693956723246
224,562.5,99.97778582164533
225,565.0,99.97860102085038
226,567.5,99.97938630448827
227,570.0,99.980142770378
228,572.5,99.98087147605158
229,575.0,99.98157344023254
230,577.5,99.98224964426008
231,580.0,99.98290103346092
232,582.5,99.9835285184709
233,585.0,99.98413297650805
234,587.5,99.98471525259887
235,590.0,99.98527616075975
236,592.5,99.9858164851349
237,595.0,99.98633698109268
238,597.5,99.98683837628138
239,600.0,99.98732137164666
240,602.5,99.98778664241136
241,605.0,99.98823483901957
242,607.5,99.98866658804583
243,610.0,99.98908249307112
244,612.5,99.98948313552668
245,615.0,99.9898690755068
246,617.5,99.99024085255188
247,620.0,99.99059898640263
248,622.5,99.99094397772676
249,625.0,99.99127630881881
250,627.5,99.99159644427445
251,630.0,99.99190483163997
252,632.5,99.99220190203795
253,635.0,99.99248807076995
254,637.5,99.9927637378971
255,640.0,99.99302928879942
256,642.5,99.9932850947145
257,645.0,99.99353151325653
258,647.5,99.99376888891629
259,650.0,99.99399755354267
260,652.5,99.99421782680662
261,655.0,99.99443001664804
262,657.5,99.99463441970627
263,660.0,99.99483132173485
264,662.5,99.99502099800092
265,665.0,99.99520371367007
266,667.5,99.99537972417704
267,670.0,99.99554927558285
268,672.5,99.99571260491872
269,675.0,99.9958699405175
270,677.5,99.99602150233282
271,680.0,99.99616750224666
272,682.5,99.99630814436551
273,685.0,99.99644362530567
274,687.5,99.9965741344682
275,690.0,99.99669985430369
276,692.5,99.99682096056722
277,695.0,99.9969376225642
278,697.5,99.99705000338699
279,700.0,99.9971582601429
280,702.5,99.9972625441738
281,705.0,99.99736300126779
282,707.5,99.9974597718629
283,710.0,99.99755299124354
284,712.5,99.99764278972947
285,715.0,99.99772929285811
286,717.5,99.99781262156002
287,720.0,99.99789289232791
288,722.5,99.99797021737956
289,725.0,99.99804470481462
290,727.5,99.99811645876584
291,730.0,99.99818557954451
292,732.5,99.99825216378086
293,735.0,99.998316304559
294,737.5,99.99837809154711
295,740.0,99.99843761112281
296,742.5,99.99849494649389
297,745.0,99.99855017781469
298,747.5,99.9986033822981
299,750.0,99.99865463432339
300,752.5,99.99870400554042
301,755.0,99.99875156496967
302,757.5,99.99879737909875
303,760.0,99.99884151197539
304,762.5,99.99888402529693
305,765.0,99.99892497849656
306,767.5,99.9989644288265
307,770.0,99.9990024314379
308,772.5,99.99903903945807
309,775.0,99.99907430406464
310,777.5,99.9991082745572
311,780.0,99.99914099842621
312,782.5,99.99917252141927
313,785.0,99.99920288760525
314,787.5,99.99923213943579
315,790.0,99.99926031780466
316,792.5,99.99928746210493
317,795.0,99.99931361028409
318,797.5,99.99933879889704
319,800.0,99.99936306315723
320,802.5,99.99938643698587
321,805.0,99.99940895305932
322,807.5,99.99943064285483
323,810.0,99.99945153669455
324,812.5,99.99947166378786
325,815.0,99.99949105227225
326,817.5,99.99950972925261
327,820.0,99.99952772083921
328,822.5,99.99954505218409
329,825.0,99.99956174751632
330,827.5,99.9995778301758
331,830.0,99.99959332264594
332,832.5,99.99960824658507
333,835.0,99.99962262285672
334,837.5,99.99963647155876
335,840.0,99.99964981205154
336,842.5,99.99966266298496
337,845.0,99.99967504232448
338,847.5,99.99968696737633
339,850.0,99.9996984548116
340,852.5,99.9997095206896
341,855.0,99.99972018048035
342,857.5,99.9997304490861
343,860.0,99.99974034086229
344,862.5,99.99974986963751
345,865.0,99.99975904873291
346,867.5,99.99976789098078
347,870.0,99.99977640874248
348,872.5,99.99978461392578
349,875.0,99.99979251800144
350,877.5,99.99980013201927
351,880.0,99.9998074666236
352,882.5,99.99981453206813
353,885.0,99.9998213382303
354,887.5,99.99982789462506
355,890.0,99.99983421041817
356,892.5,99.99984029443907
357,895.0,99.99984615519313
358,897.5,99.99985180087364
359,900.0,99.99985723937321
360,902.5,99.99986247829482
361,905.0,99.99986752496244
362,907.5,99.99987238643124
363,910.0,99.99987706949751
364,912.5,99.99988158070815
365,915.0,99.98681096456251
366,917.5,99.97286154568789
367,920.0,99.95800234109076
368,922.5,99.94220241118236
369,925.0,99.92543089037056
370,927.5,99.90765701744716
371,930.0,99.88885016568607
372,932.5,99.86897987261487
373,935.0,99.84801586939975
374,937.5,99.82592810979664
375,940.0,99.80268679861986
376,942.5,99.77826241968273
377,945.0,99.7526257631664
378,947.5,99.72574795237614
379,950.0,99.69760046984607
380,952.5,99.66815518275617
381,955.0,99.63738436762775
382,957.5,99.6052607342661
383,960.0,99.57175744892149
384,962.5,99.5368481566422
385,965.0,99.50050700279614
386,967.5,99.46270865373953
387,970.0,99.42342831661402
388,972.5,99.38264175825603
389,975.0,99.34032532320421
390,977.5,99.29645595079384
391,980.0,99.25101119132862
392,982.5,99.20396922132313
393,985.0,99.15530885781142
394,987.5,99.10500957171847
395,990.0,99.05305150029473
396,992.5,98.99941545861454
397,995.0,98.94408295014233
398,997.5,98.88703617637114
399,1000.0,98.82825804554085
400,1002.5,98.76773218044431
401,1005.0,98.7054429253316
402,1007.5,98.64137535192414
403,1010.0,98.5755152645512
404,1012.5,98.50784920442342
405,1015.0,98.43836445305875
406,1017.5,98.36704903487701
407,1020.0,98.29389171898137
408,1022.5,98.21888202014443
409,1025.0,98.14201019901921
410,1027.5,98.0632672615947
411,1030.0,97.98264495791682
412,1032.5,97.90013578009659
413,1035.0,97.8157329596275
414,1037.5,97.7294304640345
415,1040.0,97.64122299287745
416,1042.5,97.55110597313261
417,1045.0,97.45907555397525
418,1047.5,97.36512860098729
419,1050.0,97.26926268981407
420,1052.5,97.17147609929336
421,1055.0,97.07176780408142
422,1057.5,96.97013746679957
423,1060.0,96.8665854297249
424,1062.5,96.76111270604925
425,1065.0,96.65372097072932
426,1067.5,96.54441255095225
427,1070.0,96.4331904162382
428,1072.5,96.32005816820416
429,1075.0,96.20502003001035
430,1077.5,96.08808083551178
431,1080.0,95.96924601813649
432,1082.5,95.84852159951157
433,1085.0,95.72591417785844
434,1087.5,95.60143091617667
435,1090.0,95.47507953023747
436,1092.5,95.34686827640533
437,1095.0,95.21680593930724
438,1097.5,95.08490181936772
439,1100.0,94.95116569675737
440,1102.5,94.81560789049468
441,1105.0,94.67823917248585
442,1107.5,94.53907077958391
443,1110.0,94.39811440071036
444,1112.5,94.25538216394236
445,1115.0,94.11088662357926
446,1117.5,93.96464074720292
447,1120.0,93.81665790274545
448,1122.5,93.66695184557695
449,1125.0,93.51553670562618
450,1127.5,93.3624269745456
451,1130.0,93.20763749293234
452,1132.5,93.05118343761595
453,1135.0,92.89308030902313
454,1137.5,92.73334391862927
455,1140.0,92.57199037650615
456,1142.5,92.40903607897444
457,1145.0,92.24449769636955
458,1147.5,92.07839216092839
459,1150.0,91.91073665480455
460,1152.5,91.74154859821881
461,1155.0,91.5708456377514
462,1157.5,91.39864563478216
463,1160.0,91.22496665408387
464,1162.5,91.04982695257463
465,1165.0,90.87324496823308
466,1167.5,90.69523930918197
467,1170.0,90.51582874294334
468,1172.5,90.3350321858694
469,1175.0,90.15286869275205
470,1177.5,89.96935744661474
471,1180.0,89.7845177486884
472,1182.5,89.59836900857454
473,1185.0,89.41093073459729
474,1187.5,89.22222252434592
475,1190.0,89.03226405540984
476,1192.5,88.8410750763069
477,1195.0,88.64867539760574
478,1197.5,88.45508488324364
479,1200.0,88.26032344203959
480,1202.5,88.064411019403
481,1205.0,87.8673675892385
482,1207.5,87.66921314604615
483,1210.0,87.4699676972168
484,1212.5,87.26965125552225
485,1215.0,87.06828383179936
486,1217.5,86.86588542782711
487,1220.0,86.66247602939556
488,1222.5,86.45807559956567
489,1225.0,86.25270407211883
490,1227.5,86.0463813451937
491,1230.0,85.83912727510999
492,1232.5,85.63096167037658
493,1235.0,85.42190428588259
494,1237.5,85.2119748172692
495,1240.0,85.00119289548051
496,1242.5,84.78957808149107
497,1245.0,84.57714986120797
498,1247.5,84.36392764054538
499,1250.0,84.14993074066899
500,1252.5,83.93517839340798
501,1255.0,83.71968973683245
502,1257.5,83.50348381099317
503,1260.0,83.28657955382178
504,1262.5,83.0689957971882
505,1265.0,82.85075126311334
506,1267.5,82.63186456013383
507,1270.0,82.4123541798164
508,1272.5,82.19223849341924
509,1275.0,81.97153574869762
510,1277.5,81.75026407395472
511,1280.0,81.52844144661272
512,1282.5,81.3060857333549
513,1285.0,81.08321465876779
514,1287.5,80.85984581002933
515,1290.0,80.63599663452206
516,1292.5,80.41168443757124
517,1295.0,80.18692638030463
518,1297.5,79.96173947763256
519,1300.0,79.73614059634404
520,1302.5,79.51014645331747
521,1305.0,79.28377361384223
522,1307.5,79.0570384900493
523,1310.0,78.82995733944756
524,1312.5,78.60254626356392
525,1315.0,78.37482120668385
526,1317.5,78.1467979546902
527,1320.0,77.91849213399787
528,1322.5,77.6899192105813
529,1325.0,77.46109448909276
530,1327.5,77.23203311206869
531,1330.0,77.00275005922174
532,1332.5,76.77326014681624
533,1335.0,76.54357802712428
534,1337.5,76.31371818796065
535,1340.0,76.083694952294
536,1342.5,75.85352247793172
537,1345.0,75.62321475727691
538,1347.5,75.39278561715467
539,1350.0,75.16224871870578
540,1352.5,74.93161755734576
541,1355.0,74.70090546278679
542,1357.5,74.47012559912108
543,1360.0,74.23929096496299
544,1362.5,74.0084143936483
545,1365.0,73.77750855348873
546,1367.5,73.54658594807948
547,1370.0,73.31565891665836
548,1372.5,73.0847396345141
549,1375.0,72.85384011344264
550,1377.5,72.62297220224927
551,1380.0,72.3921475872948
552,1382.5,72.16137779308468
553,1385.0,71.93067418289851
554,1387.5,71.7000479594592
555,1390.0,71.46951016563945
556,1392.5,71.23907168520475
557,1395.0,71.00874324359064
558,1397.5,70.77853540871334
559,1400.0,70.54845859181192
560,1402.5,70.31852304832103
561,1405.0,70.08873887877216
562,1407.5,69.85911602972293
563,1410.0,69.62966429471227
564,1412.5,69.40039331524093
565,1415.0,69.17131258177555
566,1417.5,68.94243143477536
567,1420.0,68.71375906574026
568,1422.5,68.48530451827918
569,1425.0,68.2570766891975
570,1427.5,68.02908432960263
571,1430.0,67.80133604602642
572,1432.5,67.57384030156358
573,1435.0,67.34660541702516
574,1437.5,67.11963957210587
575,1440.0,66.89295080656463
576,1442.5,66.66654702141699
577,1445.0,66.44043598013918
578,1447.5,66.21462530988215
579,1450.0,65.98912250269541
580,1452.5,65.76393491675957
581,1455.0,65.5390697776267
582,1457.5,65.31453417946808
583,1460.0,65.09033508632834
584,1462.5,64.86647933338529
585,1465.0,64.64297362821473
586,1467.5,64.41982455205984
587,1470.0,64.19703856110424
588,1472.5,63.97462198774792
589,1475.0,63.75258104188617
590,1477.5,63.53092181218986
591,1480.0,63.30965026738752
592,1482.5,63.08877225754792
593,1485.0,62.86829351536313
594,1487.5,62.64821965743137
595,1490.0,62.42855618553894
596,1492.5,62.20930848794111
597,1495.0,61.99048184064154
598,1497.5,61.7720814086692
599,1500.0,61.55411224735325
600,1502.5,61.3365793035947
601,1505.0,61.11948741713505
602,1507.5,60.90284132182095
603,1510.0,60.68664564686522
604,1512.5,60.47090491810321
605,1515.0,60.25562355924465
606,1517.5,60.04080589312051
607,1520.0,59.82645614292432
608,1522.5,59.61257843344831
609,1525.0,59.39917679231328
610,1527.5,59.18625515119263
611,1530.0,58.97381734702988
612,1532.5,58.76186712324962
613,1535.0,58.55040813096158
614,1537.5,58.33944393015766
615,1540.0,58.12897799090177
616,1542.5,57.9190136945121
617,1545.0,57.7095543347358
618,1547.5,57.50060311891581
619,1550.0,57.2921631691498
620,1552.5,57.08423752344082
621,1555.0,56.87682913683981
622,1557.5,56.66994088257961
623,1560.0,56.46357555320043
624,1562.5,56.2577358616666
625,1565.0,56.05242444247467
626,1567.5,55.84764385275246
627,1570.0,55.64339657334917
628,1572.5,55.4396850099165
629,1575.0,55.23651149398041
630,1577.5,55.0338782840039
631,1580.0,54.83178756644019
632,1582.5,54.63024145677675
633,1585.0,54.42924200056974
634,1587.5,54.22879117446911
635,1590.0,54.02889088723403
636,1592.5,53.82954298073879
637,1595.0,53.63074923096918
638,1597.5,53.43251134900909
639,1600.0,53.23483098201754
640,1602.5,53.03770971419599
641,1605.0,52.84114906774591
642,1607.5,52.64515050381682
643,1610.0,52.44971542344435
644,1612.5,52.25484516847876
645,1615.0,52.06054102250371
646,1617.5,51.86680421174524
647,1620.0,51.67363590597118
648,1622.5,51.48103721938072
649,1625.0,51.2890092114844
650,1627.5,51.09755288797442
651,1630.0,50.90666920158527
652,1632.5,50.71635905294489
653,1635.0,50.52662329141598
654,1637.5,50.3374627159281
655,1640.0,50.14887807579995
656,1642.5,49.96087007155234
657,1645.0,49.77343935571167
658,1647.5,49.58658653360398
659,1650.0,49.40031216413973
660,1652.5,49.21461676058912
661,1655.0,49.02950079134826
662,1657.5,48.84496468069609
663,1660.0,48.66100880954213
664,1662.5,48.47763351616506
665,1665.0,48.29483909694233
666,1667.5,48.1126258070707
667,1670.0,47.93099386127785
668,1672.5,47.74994343452511
669,1675.0,47.56947466270135
670,1677.5,47.38958764330805
671,1680.0,47.21028243613575
672,1682.5,47.03155906393182
673,1685.0,46.85341751305958
674,1687.5,46.67585773414901
675,1690.0,46.49887964273901
676,1692.5,46.32248311991112
677,1695.0,46.14666801291514
678,1697.5,45.97143413578632
679,1700.0,45.79678126995453
680,1702.5,45.62270916484518
681,1705.0,45.44921753847219
682,1707.5,45.27630607802298
683,1710.0,45.10397444043551
684,1712.5,44.9322222529676
685,1715.0,44.76104911375838
686,1717.5,44.59045459238214
687,1720.0,44.42043823039452
688,1722.5,44.25099954187123
689,1725.0,44.08213801393922
690,1727.5,43.91385310730054
691,1730.0,43.74614425674882
692,1732.5,43.5790108716786
693,1735.0,43.41245233658729
694,1737.5,43.24646801157036
695,1740.0,43.08105723280918
696,1742.5,42.91621931305202
697,1745.0,42.75195354208834
698,1747.5,42.58825918721598
699,1750.0,42.42513549370189
700,1752.5,42.26258168523604
701,1755.0,42.10059696437874
702,1757.5,41.93918051300157
703,1760.0,41.77833149272178
704,1762.5,41.61804904533029
705,1765.0,41.45833229321345
706,1767.5,41.29918033976863
707,1770.0,41.1405922698135
708,1772.5,40.98256714998934
709,1775.0,40.82510402915835
710,1777.5,40.6682019387949
711,1780.0,40.51185989337105
712,1782.5,40.35607689073615
713,1785.0,40.20085191249078
714,1787.5,40.046183924355
715,1790.0,39.89207187653099
716,1792.5,39.73851470406014
717,1795.0,39.58551132717476
718,1797.5,39.43306065164425
719,1800.0,39.28116156911612
720,1802.5,39.12981295745163
721,1805.0,38.97901368105624
722,1807.5,38.82876259120489
723,1810.0,38.67905852636239
724,1812.5,38.52990031249856
725,1815.0,38.38128676339861
726,1817.5,38.23321668096857
727,1820.0,38.08568885553587
728,1822.5,37.93870206614527
729,1825.0,37.79225508085002
730,1827.5,37.64634665699837
731,1830.0,37.50097554151561
732,1832.5,37.35614047118145
733,1835.0,37.21184017290311
734,1837.5,37.06807336398388
735,1840.0,36.92483875238744
736,1842.5,36.78213503699787
737,1845.0,36.63996090787541
738,1847.5,36.49831504650809
739,1850.0,36.35719612605926
740,1852.5,36.21660281161105
741,1855.0,36.07653376040383
742,1857.5,35.93698762207177
743,1860.0,35.79796303887437
744,1862.5,35.65945864592439
745,1865.0,35.52147307141183
746,1867.5,35.38400493682416
